timestamp,open,high,low,close,volume
2019-11-29,1306.6000,1309.9500,1303.2300,1304.0900,640069
2019-11-27,1315.4200,1317.6400,1309.4700,1312.1300,940536
2019-11-26,1309.9100,1314.0100,1304.0400,1313.0000,1097089
2019-11-25,1296.2600,1310.4100,1295.6100,1305.6400,1179658
2019-11-22,1303.0000,1306.9000,1289.3600,1293.6700,1388912
2019-11-21,1299.2500,1311.1200,1290.7500,1300.1400,1277338
2019-11-20,1311.3600,1313.2100,1289.2100,1301.8600,1445870
2019-11-19,1326.6300,1326.6300,1311.7700,1312.5900,1093629
2019-11-18,1332.3400,1333.9200,1316.1600,1319.8400,1399374
2019-11-15,1315.0500,1333.5400,1311.8900,1333.5400,1964955
2019-11-14,1295.0000,1315.7200,1293.9400,1309.1500,1450039
2019-11-13,1293.1800,1302.5200,1292.1500,1296.1800,936085
2019-11-12,1298.5700,1309.3500,1294.2400,1297.2100,1444342
2019-11-11,1304.0000,1304.9000,1295.8700,1298.2800,861860
2019-11-08,1301.5200,1317.1100,1301.5200,1309.0000,1521892
2019-11-07,1294.2800,1322.6500,1293.7500,1306.9400,2257005
2019-11-06,1290.0900,1292.9900,1282.2700,1291.0100,1231265
2019-11-05,1291.2000,1297.2400,1289.3800,1291.4400,1257427
2019-11-04,1276.1100,1292.5000,1276.1100,1289.6100,1531622
2019-11-01,1265.8000,1273.0000,1259.7100,1272.2500,1440607
2019-10-31,1260.0000,1266.5200,1249.4800,1258.8000,1595154
2019-10-30,1255.1500,1268.0200,1250.6500,1260.7000,1460193
2019-10-29,1276.0000,1280.8000,1255.6100,1260.6600,2632715
2019-10-28,1275.0000,1299.2400,1272.3100,1288.9800,3010505
2019-10-25,1252.0000,1268.0000,1249.1500,1264.3000,1355248
2019-10-24,1259.1100,1262.9000,1252.3500,1259.1100,1140478
2019-10-23,1240.2100,1258.0400,1240.2100,1257.6300,1176281
2019-10-22,1244.4800,1248.7300,1239.8500,1241.2000,1281821
2019-10-21,1248.7000,1253.5100,1239.9900,1244.2800,904715
2019-10-18,1254.6900,1258.1100,1240.1400,1244.4100,1453691
2019-10-17,1251.4000,1263.7500,1249.8700,1252.8000,1063981
2019-10-16,1241.8100,1254.1900,1238.5300,1243.0000,1151028
2019-10-15,1221.5000,1247.1200,1220.9200,1242.2400,1527216
2019-10-14,1213.8900,1225.8800,1211.8800,1217.7700,683926
2019-10-11,1224.0300,1228.7500,1213.6400,1215.7100,1126452
2019-10-10,1198.6000,1215.6200,1197.8600,1209.4700,668244
2019-10-09,1201.3300,1208.4600,1198.1200,1202.4000,813216
2019-10-08,1198.7700,1206.8700,1189.4800,1190.1300,1032426
2019-10-07,1207.0000,1218.9100,1204.3600,1208.2500,879020
2019-10-04,1194.2900,1212.4600,1190.9700,1210.9600,1228686
2019-10-03,1183.3400,1191.0000,1163.1400,1189.4300,1469413
2019-10-02,1196.5000,1198.7600,1172.6300,1177.9200,1674774
2019-10-01,1222.4900,1232.8600,1205.5500,1206.0000,1282735
2019-09-30,1220.6000,1227.4000,1213.4200,1221.1400,1294609
2019-09-27,1242.8300,1244.9900,1215.2000,1225.9500,1722481
2019-09-26,1242.1400,1244.6700,1231.8200,1242.2900,1171577
2019-09-25,1216.0100,1248.0200,1209.2000,1245.9400,1355162
2019-09-24,1240.0000,1247.1100,1210.6400,1218.3300,1835712
2019-09-23,1226.5700,1239.6800,1223.7800,1234.6900,1197069
2019-09-20,1233.6400,1242.8000,1223.5800,1229.8400,1937743
2019-09-19,1232.3200,1244.3400,1232.3100,1238.7500,847002
2019-09-18,1230.2400,1236.2400,1216.4700,1232.6500,892788
2019-09-17,1231.6300,1235.0000,1223.3500,1229.8800,1047201
2019-09-16,1230.4400,1239.0200,1225.1900,1231.6300,1410880
2019-09-13,1232.1100,1241.0500,1227.0800,1240.0300,1183762
2019-09-12,1223.4700,1242.4100,1222.5600,1234.9700,1582230
2019-09-11,1203.8900,1222.4700,1202.2800,1220.0000,1176066
2019-09-10,1196.0900,1210.0000,1196.0100,1205.7000,1396077
2019-09-09,1207.0800,1220.5500,1193.1700,1205.2700,1592958
2019-09-06,1209.1400,1212.9400,1203.2600,1206.3200,948580
2019-09-05,1193.6600,1214.0000,1192.6900,1212.1900,1320656
2019-09-04,1179.4500,1184.8800,1171.5300,1182.2700,1065666
2019-09-03,1181.8500,1189.0800,1163.7100,1169.5500,1296116
2019-08-30,1200.3500,1200.3500,1185.7200,1190.5300,903375
2019-08-29,1186.4200,1199.1900,1185.2800,1194.2400,982098
2019-08-28,1164.8700,1178.5000,1160.2500,1173.7500,833830
2019-08-27,1183.0000,1185.0000,1164.5600,1170.8200,1173489
2019-08-26,1159.4500,1171.8600,1154.8500,1171.1800,1058926
2019-08-23,1185.1700,1195.6700,1150.0000,1153.5800,1813141
2019-08-22,1193.8000,1198.7800,1178.9100,1191.5200,867915
2019-08-21,1195.8200,1200.5600,1187.9200,1191.5800,708272
2019-08-20,1195.3500,1198.0000,1183.0500,1183.5300,1010566
2019-08-19,1191.8300,1209.3900,1190.4000,1200.4400,1222854
2019-08-16,1180.7900,1183.8400,1173.0000,1179.2100,1265187
2019-08-15,1168.4300,1176.4200,1163.0000,1169.3200,1430715
2019-08-14,1176.0700,1182.7900,1161.0700,1164.2500,1771501
2019-08-13,1174.3500,1205.4300,1172.9900,1196.7300,1430240
2019-08-12,1180.0000,1185.6100,1168.7200,1174.5000,1103243
2019-08-09,1199.9900,1204.4600,1184.8900,1188.9000,1020945
2019-08-08,1186.4300,1206.2800,1174.0000,1206.1900,1505848
2019-08-07,1157.8000,1179.8700,1150.8400,1175.9100,1534347
2019-08-06,1165.5200,1181.4000,1161.5300,1171.0800,1800707
2019-08-05,1172.9700,1176.8800,1142.7500,1154.7500,2391972
2019-08-02,1203.0000,1209.5000,1190.0000,1196.3200,1745450
2019-08-01,1217.6300,1236.3000,1207.0000,1211.7800,1771271
2019-07-31,1224.8700,1234.9100,1208.1800,1218.2000,1997999
2019-07-30,1227.0000,1236.9100,1225.3200,1228.0000,1430775
2019-07-29,1242.5000,1248.9900,1230.2000,1241.8400,2069127
2019-07-26,1228.0000,1268.3900,1228.0000,1245.2200,6060795
2019-07-25,1138.9500,1143.5900,1123.7100,1135.9400,2738139
2019-07-24,1132.6200,1145.4500,1128.5100,1139.7300,1359956
2019-07-23,1143.4500,1148.8600,1132.8500,1148.0500,1032438
2019-07-22,1135.4700,1140.0200,1125.2100,1139.2100,1446757
2019-07-19,1149.3200,1151.5800,1131.2500,1131.5500,1159153
2019-07-18,1142.0000,1148.1700,1132.8600,1147.2400,1273769
2019-07-17,1150.9200,1158.4400,1146.6200,1146.7400,976894
2019-07-16,1146.7300,1158.5800,1146.7300,1153.4600,1267641
2019-07-15,1145.3400,1150.6800,1140.0000,1150.5100,1058431
2019-07-12,1142.9300,1147.5000,1138.5600,1145.3400,1093933
2019-07-11,1146.1600,1153.2400,1139.5300,1144.0800,1300529
